x,y,category_label,category_predict
-6.0,11.0,0,1
-6.0,11.005,1,1
-6.0,11.02,1,1
-6.0,11.045,1,1
-6.0,11.08,2,1
-6.0,11.125,2,1
-6.0,11.18,1,1
-6.0,11.245,1,1
-6.0,11.32,1,1
-6.0,11.405,1,1
-6.0,11.495,1,1
-6.0,11.585999999999999,1,1
-6.0,11.675999999999998,1,1
-6.0,11.767000000000001,1,1
-6.0,11.857000000000001,1,1
-6.0,11.947000000000001,1,1
-6.0,12.038,1,1
-6.0,12.128,1,1
-6.0,12.2,0,1
-5.9099,12.2,1,1
-5.8198,12.2,1,1
-5.7297,12.2,1,1
-5.6396,12.2,1,1
-5.5495,12.2,1,1
-5.4595,12.2,1,1
-5.3694,12.2,1,1
-5.2793,12.2,1,1
-5.1892,12.2,1,1
-5.0991,12.2,1,1
-5.0089999999999995,12.2,1,1
-4.9189,12.2,1,1
-4.8288,12.2,1,1
-4.7387,12.2,1,1
-4.6486,12.2,1,1
-4.5586,12.2,1,1
-4.4685,12.2,1,1
-4.3784,12.2,1,1
-4.2883,12.2,1,1
-4.1982,12.2,1,1
-4.1081,12.2,1,1
-4.018,12.2,1,1
-3.9279,12.2,1,1
-3.8378,12.2,1,1
-3.7477,12.2,1,1
-3.6577,12.2,1,1
-3.5676,12.2,1,1
-3.4775,12.2,1,1
-3.3874,12.2,1,1
-3.2973,12.2,1,1
-3.2072,12.2,1,2
-3.1171,12.2,1,1
-3.0269999999999997,12.2,1,2
-3.0,12.2,0,2
-3.0,12.29,1,1
-3.0,12.38,1,1
-3.0,12.47,1,1
-3.0,12.56,1,1
-3.0,12.65,1,1
-3.0,12.74,1,2
-3.0,12.83,1,1
-3.0,12.92,1,1
-3.0,13.01,1,1
-3.0,13.1,1,1
-3.0,13.19,1,1
-3.0,13.28,1,1
-3.0,13.37,1,1
-3.0,13.46,1,1
-3.0,13.549000000000001,1,1
-3.0,13.639000000000001,1,1
-3.0,13.729000000000001,1,1
-3.0,13.819,1,1
-3.0,13.909,1,1
-3.0,13.999,1,1
-3.0,14.089,1,1
-3.0,14.179,1,1
-3.0,14.269,1,1
-3.0,14.359000000000002,1,1
-3.0,14.449000000000002,1,2
-3.0,14.539000000000001,1,2
-3.0,14.629000000000001,1,1
-3.0,14.719000000000001,1,1
-3.0,14.8,0,2
-3.0901,14.8,1,2
-3.1802,14.8,1,2
-3.2703,14.8,1,2
-3.3604,14.8,1,2
-3.4505,14.8,1,2
-3.5405,14.8,1,2
-3.6306,14.8,1,2
-3.7207,14.8,1,1
-3.8108,14.8,1,1
-3.9009,14.8,1,1
-3.991,14.8,1,1
-4.0811,14.8,1,1
-4.1712,14.8,1,1
-4.2613,14.8,1,1
-4.3514,14.8,1,1
