x,y,category_label,category_predict
3.0,11.0,0,1
3.0,11.09,1,1
3.0,11.18,1,1
3.0,11.27,3,1
3.0,11.36,2,1
3.0,11.45,1,1
3.0,11.54,1,1
3.0,11.63,1,1
3.0,11.72,1,2
3.0,11.81,1,1
3.0,11.9,1,1
3.0,11.99,1,1
3.0,12.08,1,2
3.0,12.17,1,1
3.0,12.26,1,2
3.0,12.35,1,1
3.0,12.44,1,1
3.0,12.530999999999999,1,1
3.0,12.620999999999999,1,1
3.0,12.710999999999999,1,1
3.0,12.800999999999998,1,1
3.0,12.890999999999998,1,1
3.0,12.981,1,1
3.0,13.071,1,1
3.0,13.161,1,1
3.0,13.251,1,1
3.0,13.341,1,1
3.0,13.431,1,1
3.0,13.520999999999999,1,1
3.0,13.610999999999999,1,1
3.0,13.700999999999999,1,1
3.0,13.790999999999999,1,1
3.0,13.880999999999998,1,1
3.0,13.970999999999998,1,1
3.0,13.98,0,1
2.9099,13.98,1,1
2.8198,13.98,1,1
2.7297,13.98,1,1
2.6396,13.98,1,1
2.5495,13.98,1,1
2.4595,13.98,1,1
2.3694,13.98,1,1
2.2793,13.98,1,1
2.1892,13.98,1,1
2.0991,13.98,1,1
2.009,13.98,1,1
1.9189,13.98,1,1
1.8288,13.98,1,1
1.7387,13.98,1,1
1.6486,13.98,1,1
1.5586,13.98,1,1
1.4685,13.98,1,1
1.3784,13.98,1,1
1.2883,13.98,1,1
1.1982,13.98,1,1
1.1081,13.98,1,1
1.018,13.98,1,1
0.9279299999999999,13.98,1,1
0.8378399999999999,13.98,1,1
0.74775,13.98,1,1
0.65766,13.98,1,1
0.56757,13.98,1,1
0.47748,13.98,1,1
0.38739,13.98,1,1
0.2973,13.98,1,1
0.20720999999999998,13.98,1,1
0.11712,13.98,1,1
0.027027,13.98,1,1
0.0,13.98,0,1
0.0,14.07,1,1
0.0,14.16,1,1
0.0,14.251,1,1
0.0,14.341,1,2
0.0,14.431,1,1
0.0,14.520999999999999,1,1
0.0,14.610999999999999,1,1
0.0,14.700999999999999,1,1
0.0,14.792,1,1
0.0,14.882,1,2
0.0,14.972000000000001,1,1
0.0,15.062000000000001,1,2
0.0,15.152000000000001,1,1
0.0,15.242,1,1
0.0,15.333,1,1
0.0,15.423,1,1
0.0,15.513,1,1
0.0,15.603,1,1
0.0,15.693,1,1
0.0,15.784,1,1
0.0,15.874,1,1
0.0,15.964,1,1
0.0,16.0,0,1
-0.089955,16.0,1,1
-0.17991,16.0,1,1
-0.26987,16.0,1,1
-0.35982,16.0,1,1
-0.44977,16.0,1,1
-0.53973,16.0,1,1
-0.62969,16.0,1,1
-0.71964,16.0,1,1
-0.8095899999999999,16.0,1,1
-0.89955,16.0,1,1
-0.9895,16.0,1,1
-1.0795,16.0,1,1
-1.1694,16.0,1,1
-1.2594,16.0,1,1
-1.3493,16.0,1,1
-1.4393,16.0,1,1
-1.5292,16.0,1,1
-1.6192,16.0,1,1
-1.7091,16.0,1,1
-1.7991,16.0,1,1
-1.8891,16.0,1,1
-1.979,16.0,1,1
-2.069,16.0,1,1
-2.1589,16.0,1,1
-2.2489,16.0,1,1
-2.3388,16.0,1,1
-2.4288,16.0,1,1
-2.5187,16.0,1,1
-2.6087,16.0,1,1
-2.6987,16.0,1,1
-2.7886,16.0,1,1
-2.8786,16.0,1,1
-2.9685,16.0,1,1
-3.0585,16.0,1,1
-3.1484,16.0,1,1
-3.2384,16.0,1,1
-3.3283,16.0,1,1
-3.4183,16.0,1,1
-3.5082,16.0,1,1
-3.5982,16.0,1,1
-3.6882,16.0,1,1
-3.7781,16.0,1,1
-3.8681,16.0,1,1
-3.958,16.0,1,1
-4.048,16.0,1,1
-4.1379,16.0,1,1
-4.2279,16.0,1,1
-4.3178,16.0,1,1
-4.4078,16.0,1,1
-4.4978,16.0,1,1
-4.5877,16.0,1,1
-4.6777,16.0,1,1
-4.7676,16.0,1,1
-4.8576,16.0,1,1
-4.9475,16.0,1,1
-5.0375,16.0,1,1
-5.1274,16.0,1,1
-5.2174,16.0,1,1
-5.3073,16.0,1,1
-5.3973,16.0,1,1
-5.4873,16.0,1,1
-5.5772,16.0,1,1
-5.6672,16.0,1,1
-5.7571,16.0,1,1
-5.8471,16.0,1,1
-5.937,16.0,1,1
-6.0,16.0,0,1
-6.0,15.91,1,1
-6.0,15.82,2,1
-6.0,15.729000000000001,1,2
-6.0,15.639000000000001,1,1
-6.0,15.549000000000001,1,1
-6.0,15.459000000000001,1,1
-6.0,15.440999999999999,0,1
-5.9099,15.440999999999999,1,1
-5.8198,15.440999999999999,1,1
-5.7297,15.440999999999999,3,2
-5.6396,15.440999999999999,2,2
-5.5495,15.440999999999999,1,2
-5.4595,15.440999999999999,1,2
-5.3694,15.440999999999999,1,2
-5.2793,15.440999999999999,1,2
-5.1892,15.440999999999999,1,2
-5.0991,15.440999999999999,1,2
-5.0089999999999995,15.440999999999999,1,2
-4.9189,15.440999999999999,1,2
-4.8288,15.440999999999999,1,2
-4.7387,15.440999999999999,1,2
-4.6486,15.440999999999999,1,2
-4.5586,15.440999999999999,1,2
-4.4685,15.440999999999999,1,2
-4.3784,15.440999999999999,1,2
-4.2883,15.440999999999999,1,2
-4.1982,15.440999999999999,1,2
-4.1081,15.440999999999999,1,2
-4.018,15.440999999999999,1,2
-3.9279,15.440999999999999,1,2
-3.8378,15.440999999999999,1,2
-3.7477,15.440999999999999,1,2
-3.6577,15.440999999999999,1,2
-3.5676,15.440999999999999,1,2
-3.4775,15.440999999999999,1,2
-3.3874,15.440999999999999,1,2
-3.2973,15.440999999999999,1,2
-3.2072,15.440999999999999,1,2
-3.1171,15.440999999999999,1,2
-3.0269999999999997,15.440999999999999,1,2
-3.0,15.440999999999999,0,2
-3.0,15.350999999999999,1,1
-3.0,15.261,1,1
-3.0,15.171,1,1
-3.0,15.08,1,2
-3.0,14.99,1,2
-3.0,14.9,1,2
-3.0,14.81,1,1
-3.0,14.72,1,1
-3.0,14.63,1,1
-3.0,14.54,1,1
-3.0,14.45,1,1
-3.0,14.36,1,1
-3.0,14.27,1,1
-3.0,14.18,1,1
-3.0,14.09,1,1
-3.0,14.0,1,1
-3.0,13.91,1,1
-3.0,13.82,1,1
-3.0,13.73,1,1
-3.0,13.64,1,1
-3.0,13.55,1,1
-3.0,13.459000000000001,1,2
