x,y,category_label,category_predict
-6.0,16.0,0,1
-5.91,16.0,1,1
-5.8201,16.0,1,2
-5.7301,16.0,1,2
-5.6402,16.0,1,2
-5.5502,16.0,1,2
-5.4603,16.0,1,1
-5.3703,16.0,1,1
-5.2804,16.0,1,1
-5.1904,16.0,1,1
-5.1005,16.0,1,2
-5.0105,16.0,1,1
-4.9205,16.0,1,1
-4.8306,16.0,1,1
-4.7406,16.0,1,1
-4.6507,16.0,1,1
-4.5607,16.0,1,1
-4.4708,16.0,1,1
-4.3808,16.0,1,1
-4.2909,16.0,1,1
-4.2009,16.0,1,1
-4.1109,16.0,1,1
-4.021,16.0,1,1
-3.931,16.0,1,2
-3.8411,16.0,1,1
-3.7511,16.0,1,1
-3.6612,16.0,1,1
-3.5712,16.0,1,2
-3.4813,16.0,1,1
-3.3913,16.0,1,1
-3.3013,16.0,1,1
-3.2114,16.0,1,2
-3.1214,16.0,1,2
-3.0315,16.0,1,1
-2.9415,16.0,1,1
-2.8516,16.0,1,1
-2.7616,16.0,1,1
-2.6717,16.0,1,1
-2.5817,16.0,1,1
-2.4918,16.0,1,1
-2.4018,16.0,1,1
-2.3118,16.0,1,1
-2.2219,16.0,1,1
-2.1319,16.0,1,1
-2.042,16.0,1,1
-1.952,16.0,1,1
-1.8621,16.0,1,2
-1.7721,16.0,1,1
-1.6822,16.0,1,1
-1.5922,16.0,1,1
-1.5022,16.0,1,1
-1.4123,16.0,1,1
-1.3223,16.0,1,2
-1.2324,16.0,1,1
-1.1424,16.0,1,1
-1.0525,16.0,1,1
-0.96252,16.0,1,2
-0.87256,16.0,1,1
-0.78261,16.0,1,2
-0.69265,16.0,1,1
-0.6027,16.0,1,2
-0.51274,16.0,1,1
-0.42278999999999994,16.0,1,2
-0.33283,16.0,1,1
-0.24288,16.0,1,1
-0.15292,16.0,1,1
-0.06296900000000001,16.0,1,1
0.0,16.0,0,1
0.0,15.91,1,1
0.0,15.82,2,1
0.0,15.73,2,1
0.0,15.64,1,1
0.0,15.55,1,1
0.0,15.46,1,1
0.0,15.37,1,1
0.0,15.28,1,1
0.0,15.19,1,2
0.0,15.1,1,2
0.0,15.01,1,2
0.0,14.92,1,3
0.0,14.83,1,3
0.0,14.74,1,3
0.0,14.65,1,3
0.0,14.56,1,3
0.0,14.47,1,3
0.0,14.38,1,3
0.0,14.29,1,3
0.0,14.2,1,3
0.0,14.11,1,3
0.0,14.02,1,2
0.0,13.93,1,3
0.0,13.84,1,3
0.0,13.75,1,3
0.0,13.66,1,3
0.0,13.57,1,3
0.0,13.48,1,3
0.0,13.39,1,3
0.0,13.3,1,3
0.0,13.21,1,3
0.0,13.12,1,1
0.0,13.03,1,1
0.0,12.94,1,1
0.0,12.85,1,1
0.0,12.76,1,1
0.0,12.67,1,1
0.0,12.58,1,1
0.0,12.49,1,1
0.0,12.4,1,1
0.0,12.4,0,1
0.09009,12.4,1,3
0.18018,12.4,1,1
0.27026999999999995,12.4,1,1
0.36036,12.4,1,1
0.45045,12.4,1,1
0.5405399999999999,12.4,1,1
0.63063,12.4,1,2
0.72072,12.4,1,2
0.81081,12.4,1,1
0.9009,12.4,1,1
0.9909899999999999,12.4,1,1
1.0811,12.4,1,2
1.1712,12.4,1,1
1.2613,12.4,1,2
1.3514,12.4,1,1
1.4414,12.4,1,2
1.5315,12.4,1,1
1.6216,12.4,1,2
1.7117,12.4,1,1
1.8018,12.4,1,2
1.8919,12.4,1,1
1.982,12.4,1,1
2.0721,12.4,1,1
2.1622,12.4,1,1
2.2523,12.4,1,1
2.3423,12.4,1,2
2.4324,12.4,1,1
2.5225,12.4,1,1
2.6126,12.4,1,2
2.7027,12.4,1,1
2.7928,12.4,1,2
2.8829,12.4,1,1
2.9730000000000003,12.4,1,1
3.0,12.4,0,1
3.0,12.31,1,1
3.0,12.220999999999998,1,1
3.0,12.130999999999998,1,1
3.0,12.040999999999999,1,1
3.0,11.950999999999999,1,1
3.0,11.862,1,1
3.0,11.772,1,1
3.0,11.682,1,1
3.0,11.592,1,1
3.0,11.503,1,1
3.0,11.413,1,1
3.0,11.323,1,1
3.0,11.232999999999999,1,1
3.0,11.144,1,1
3.0,11.054,1,1
3.0,11.0,0,1
2.91,11.0,1,2
2.82,11.0,1,1
2.73,11.0,1,1
2.64,11.0,1,2
2.55,11.0,1,1
2.46,11.0,1,2
2.37,11.0,1,1
2.28,11.0,1,2
2.19,11.0,1,1
2.1,11.0,1,2
2.01,11.0,1,1
1.92,11.0,1,2
1.83,11.0,1,1
1.74,11.0,1,2
1.65,11.0,1,1
1.56,11.0,1,1
1.47,11.0,1,1
1.38,11.0,1,2
1.29,11.0,1,1
1.2,11.0,1,1
1.11,11.0,1,1
1.02,11.0,1,1
0.93,11.0,1,1
0.84,11.0,1,1
0.75,11.0,1,1
0.66,11.0,1,1
0.57,11.0,1,1
0.48,11.0,1,1
0.39,11.0,1,1
0.3,11.0,1,1
0.21,11.0,1,2
0.12,11.0,1,1
0.03,11.0,1,1
-0.06,11.0,1,1
-0.15,11.0,1,2
-0.24,11.0,1,1
-0.33,11.0,1,2
-0.42,11.0,1,1
-0.51,11.0,1,1
-0.6,11.0,1,1
-0.69,11.0,1,2
-0.78,11.0,1,1
-0.87,11.0,1,2
-0.96,11.0,1,1
-1.05,11.0,1,1
-1.14,11.0,1,1
-1.23,11.0,1,2
-1.32,11.0,1,1
-1.41,11.0,1,2
-1.5,11.0,1,1
-1.59,11.0,1,1
-1.68,11.0,1,1
-1.77,11.0,1,1
-1.86,11.0,1,1
-1.95,11.0,1,1
-2.04,11.0,1,1
-2.13,11.0,1,1
-2.22,11.0,1,1
-2.31,11.0,1,1
-2.4,11.0,1,1
-2.49,11.0,1,1
-2.58,11.0,1,1
-2.67,11.0,1,1
-2.76,11.0,1,1
-2.85,11.0,1,1
-2.94,11.0,1,1
-3.03,11.0,1,1
-3.12,11.0,1,1
-3.21,11.0,1,1
-3.3,11.0,1,2
-3.39,11.0,1,1
-3.48,11.0,1,2
-3.57,11.0,1,1
-3.66,11.0,1,1
-3.75,11.0,1,1
-3.84,11.0,1,1
-3.93,11.0,1,1
-4.02,11.0,1,2
-4.11,11.0,1,1
-4.2,11.0,1,1
-4.29,11.0,1,1
-4.38,11.0,1,1
-4.47,11.0,1,1
-4.56,11.0,1,1
-4.65,11.0,1,1
-4.74,11.0,1,1
-4.83,11.0,1,1
-4.92,11.0,1,1
-5.01,11.0,1,1
-5.1,11.0,1,2
-5.19,11.0,1,1
-5.28,11.0,1,1
-5.37,11.0,1,1
-5.46,11.0,1,1
-5.55,11.0,1,2
-5.64,11.0,1,2
-5.73,11.0,1,2
-5.82,11.0,1,1
-5.91,11.0,1,1
-6.0,11.0,1,1
-6.0,11.0,0,1
-6.0,11.09,1,1
-6.0,11.181,1,1
-6.0,11.270999999999999,2,1
-6.0,11.360999999999999,1,1
-6.0,11.450999999999999,1,1
-6.0,11.542,1,1
-6.0,11.632,1,1
-6.0,11.722000000000001,1,1
-6.0,11.812999999999999,1,1
-6.0,11.831,0,1
-5.9099,11.831,1,1
-5.8198,11.831,1,2
-5.7297,11.831,1,2
-5.6396,11.831,1,2
-5.5495,11.831,1,2
-5.4595,11.831,1,2
-5.3694,11.831,1,1
-5.2793,11.831,1,1
-5.1892,11.831,1,2
-5.0991,11.831,1,2
-5.0089999999999995,11.831,1,2
-4.9189,11.831,1,1
-4.8288,11.831,1,1
-4.7387,11.831,1,1
-4.6486,11.831,1,1
-4.5586,11.831,1,2
-4.4685,11.831,1,1
-4.3784,11.831,1,1
-4.2883,11.831,1,1
-4.1982,11.831,1,1
-4.1081,11.831,1,1
-4.018,11.831,1,1
-3.9279,11.831,1,2
-3.8378,11.831,1,1
-3.7477,11.831,1,1
-3.6577,11.831,1,1
-3.5676,11.831,1,2
-3.4775,11.831,1,1
-3.3874,11.831,1,2
-3.2973,11.831,1,1
-3.2072,11.831,1,1
-3.1171,11.831,1,1
-3.0269999999999997,11.831,1,1
-3.0,11.831,0,1
-3.0,11.921,1,1
-3.0,12.011,1,1
-3.0,12.100999999999999,1,1
-3.0,12.190999999999999,1,1
-3.0,12.280999999999999,1,1
-3.0,12.370999999999999,1,1
-3.0,12.460999999999999,1,1
-3.0,12.550999999999998,1,1
-3.0,12.640999999999998,1,1
-3.0,12.731,1,1
-3.0,12.821,1,1
-3.0,12.911,1,1
-3.0,13.001,1,1
-3.0,13.091,1,1
-3.0,13.181,1,1
-3.0,13.270999999999999,1,1
-3.0,13.360999999999999,1,1
-3.0,13.450999999999999,1,1
-3.0,13.54,1,1
-3.0,13.63,1,1
-3.0,13.72,1,1
-3.0,13.81,1,1
-3.0,13.9,1,1
-3.0,13.99,1,1
-3.0,14.08,1,1
-3.0,14.17,1,1
-3.0,14.26,1,1
-3.0,14.35,1,1
-3.0,14.44,1,1
-3.0,14.53,1,1
-3.0,14.62,1,1
-3.0,14.71,1,1
-3.0,14.8,1,1
-3.0,14.89,1,1
-3.0,14.98,1,1
-3.0,15.07,1,1
-3.0,15.16,1,1
-3.0,15.169,0,1
-3.0901,15.169,1,1
-3.1802,15.169,1,1
-3.2703,15.169,1,2
-3.3604,15.169,1,1
-3.4505,15.169,1,1
-3.5405,15.169,1,1
-3.6306,15.169,1,1
-3.7207,15.169,1,1
-3.8108,15.169,1,1
-3.9009,15.169,1,1
-3.991,15.169,1,1
-4.0811,15.169,1,1
-4.1712,15.169,1,1
-4.2613,15.169,1,1
-4.3514,15.169,1,1
-4.4414,15.169,1,2
-4.5315,15.169,1,1
-4.6216,15.169,1,1
-4.7117,15.169,1,1
-4.8018,15.169,1,2
-4.8919,15.169,1,2
-4.982,15.169,1,2
-5.0721,15.169,1,2
-5.1622,15.169,1,2
-5.2523,15.169,1,2
-5.3423,15.169,1,2
-5.4324,15.169,1,2
-5.5225,15.169,1,2
-5.6126,15.169,1,2
-5.7027,15.169,1,1
-5.7928,15.169,1,1
-5.8829,15.169,1,2
-5.973,15.169,1,1
-6.0,15.169,0,1
-6.0,15.26,1,1
-6.0,15.35,1,1
-6.0,15.44,1,1
-6.0,15.530999999999999,1,1
-6.0,15.620999999999999,1,1
-6.0,15.710999999999999,1,1
-6.0,15.800999999999998,1,1
-6.0,15.892000000000001,1,1
-6.0,15.982000000000001,1,1
-5.907,16.0,0,2
-5.907,15.92,1,2
-5.907,15.84,2,2
-5.907,15.76,2,2
-5.907,15.681,1,2
-5.907,15.600999999999999,2,2
-5.907,15.520999999999999,2,2
-5.907,15.440999999999999,3,2
-5.907,15.360999999999999,1,2
-5.907,15.280999999999999,2,2
-5.907,15.200999999999999,3,2
-5.907,11.831,0,1
-5.907,11.751,1,1
-5.907,11.671,1,1
-5.907,11.591,2,1
-5.907,11.511,3,2
-5.907,11.431,2,2
-5.907,11.350999999999999,3,2
-5.907,11.272,2,2
-5.907,11.192,2,2
-5.907,11.112,2,2
-5.907,11.032,1,1
-5.814,11.0,0,1
-5.814,11.08,1,1
-5.814,11.16,1,1
-5.814,11.24,2,1
-5.814,11.319,2,2
-5.814,11.399000000000001,2,2
-5.814,11.479000000000001,2,1
-5.814,11.559000000000001,3,2
-5.814,11.639000000000001,2,2
-5.814,11.719000000000001,2,2
-5.814,11.799000000000001,2,2
-5.814,15.169,0,1
-5.814,15.249,1,2
-5.814,15.329,1,2
-5.814,15.409,1,1
-5.814,15.489,1,2
-5.814,15.569,1,2
-5.814,15.649000000000001,1,2
-5.814,15.728,1,2
-5.814,15.808,3,2
-5.814,15.888,2,2
-5.814,15.968,3,2
-5.721,16.0,0,2
-5.721,15.92,1,1
-5.721,15.84,1,2
-5.721,15.76,1,2
-5.721,15.681,2,2
-5.721,15.600999999999999,1,2
-5.721,15.520999999999999,1,2
-5.721,15.440999999999999,2,2
-5.721,15.360999999999999,1,2
-5.721,15.280999999999999,2,2
-5.721,15.200999999999999,2,2
-5.721,11.831,0,2
-5.721,11.751,1,2
-5.721,11.671,1,2
-5.721,11.591,2,2
-5.721,11.511,1,2
-5.721,11.431,2,2
-5.721,11.350999999999999,2,2
-5.721,11.272,2,2
-5.721,11.192,2,2
-5.721,11.112,2,2
-5.721,11.032,2,1
-5.627999999999999,11.0,0,2
-5.627999999999999,11.08,1,1
-5.627999999999999,11.16,1,2
-5.627999999999999,11.24,2,2
-5.627999999999999,11.319,1,2
-5.627999999999999,11.399000000000001,3,2
-5.627999999999999,11.479000000000001,1,2
-5.627999999999999,11.559000000000001,3,2
-5.627999999999999,11.639000000000001,2,2
-5.627999999999999,11.719000000000001,3,2
-5.627999999999999,11.799000000000001,3,2
-5.627999999999999,15.169,0,2
-5.627999999999999,15.249,1,2
-5.627999999999999,15.329,1,2
-5.627999999999999,15.409,1,2
-5.627999999999999,15.489,2,2
-5.627999999999999,15.569,1,2
-5.627999999999999,15.649000000000001,2,2
-5.627999999999999,15.728,2,2
-5.627999999999999,15.808,3,2
-5.627999999999999,15.888,2,2
-5.627999999999999,15.968,2,2
-5.535,16.0,0,2
-5.535,15.92,1,2
-5.535,15.84,1,2
-5.535,15.76,1,2
-5.535,15.681,2,2
-5.535,15.600999999999999,1,2
-5.535,15.520999999999999,1,2
-5.535,15.440999999999999,1,2
-5.535,15.360999999999999,1,2
-5.535,15.280999999999999,2,2
-5.535,15.200999999999999,2,2
-5.535,11.831,0,2
-5.535,11.751,2,2
-5.535,11.671,1,2
-5.535,11.591,2,2
-5.535,11.511,2,2
-5.535,11.431,2,2
-5.535,11.350999999999999,2,2
-5.535,11.272,1,2
-5.535,11.192,2,2
-5.535,11.112,3,2
-5.535,11.032,3,2
-5.442,11.0,0,1
-5.442,11.08,1,1
-5.442,11.16,1,1
