x,y,category_label,category_predict
3.0,11.0,0,2
2.91,11.0,1,1
2.82,11.0,1,1
2.73,11.0,1,1
2.64,11.0,1,1
2.55,11.0,1,1
2.46,11.0,1,1
2.37,11.0,1,1
2.28,11.0,1,1
2.19,11.0,1,1
2.1,11.0,1,1
2.01,11.0,1,1
1.92,11.0,1,1
1.83,11.0,1,1
1.74,11.0,1,1
1.65,11.0,1,1
1.56,11.0,1,1
1.47,11.0,1,1
1.38,11.0,1,1
1.29,11.0,1,1
1.2,11.0,1,1
1.11,11.0,1,1
1.02,11.0,1,1
0.93,11.0,1,1
0.84,11.0,1,1
0.75,11.0,1,1
0.66,11.0,1,1
0.57,11.0,1,1
0.48,11.0,1,1
0.39,11.0,1,1
0.3,11.0,1,1
0.21,11.0,1,1
0.12,11.0,1,1
0.03,11.0,1,1
-0.06,11.0,1,1
-0.15,11.0,1,1
-0.24,11.0,1,1
-0.33,11.0,1,1
-0.42,11.0,1,1
-0.51,11.0,1,1
-0.6,11.0,1,1
-0.69,11.0,1,1
-0.78,11.0,1,1
-0.87,11.0,1,1
-0.96,11.0,1,1
-1.05,11.0,1,1
-1.14,11.0,1,1
-1.23,11.0,1,1
-1.32,11.0,1,1
-1.41,11.0,1,1
-1.5,11.0,1,1
-1.59,11.0,1,1
-1.68,11.0,1,1
-1.77,11.0,1,1
-1.86,11.0,1,1
-1.95,11.0,1,1
-2.04,11.0,1,1
-2.13,11.0,1,1
-2.22,11.0,1,1
-2.31,11.0,1,1
-2.4,11.0,1,1
-2.49,11.0,1,1
-2.58,11.0,1,1
-2.67,11.0,1,1
-2.76,11.0,1,1
-2.85,11.0,1,1
-2.94,11.0,1,0
-3.03,11.0,1,1
-3.12,11.0,1,1
-3.21,11.0,1,1
-3.3,11.0,1,1
-3.39,11.0,1,1
-3.48,11.0,1,1
-3.57,11.0,1,1
-3.66,11.0,1,1
-3.75,11.0,1,1
-3.84,11.0,1,1
-3.93,11.0,1,1
-4.02,11.0,1,1
-4.11,11.0,1,1
-4.2,11.0,1,1
-4.29,11.0,1,1
-4.38,11.0,1,1
-4.47,11.0,1,1
-4.56,11.0,1,1
-4.65,11.0,1,1
-4.74,11.0,1,1
-4.83,11.0,1,1
-4.92,11.0,1,1
-5.01,11.0,1,1
-5.1,11.0,1,1
-5.19,11.0,1,1
-5.28,11.0,1,1
-5.37,11.0,1,1
-5.46,11.0,1,1
-5.55,11.0,1,1
-5.64,11.0,1,1
-5.73,11.0,1,1
-5.82,11.0,1,1
-5.91,11.0,1,1
-6.0,11.0,1,1
-6.0,11.0,0,1
-6.0,11.09,1,1
-6.0,11.18,1,1
-6.0,11.27,1,1
-6.0,11.359000000000002,1,1
-6.0,11.449000000000002,1,1
-6.0,11.539000000000001,1,1
-6.0,11.629000000000001,1,1
-6.0,11.719000000000001,1,1
-6.0,11.809000000000001,1,1
-6.0,11.899000000000001,1,1
-6.0,11.988,1,1
-6.0,12.078,1,1
-6.0,12.168,1,1
-6.0,12.258,1,1
-6.0,12.347999999999999,1,1
-6.0,12.437999999999999,1,1
-6.0,12.527999999999999,1,1
-6.0,12.617,1,1
-6.0,12.707,1,1
-6.0,12.797,1,1
-6.0,12.878,0,1
-5.9099,12.878,1,2
-5.8198,12.878,1,2
-5.7297,12.878,1,2
-5.6396,12.878,1,2
-5.5495,12.878,1,2
-5.4595,12.878,1,2
-5.3694,12.878,1,1
-5.2793,12.878,1,1
-5.1892,12.878,1,2
-5.0991,12.878,1,2
-5.0089999999999995,12.878,1,2
-4.9189,12.878,1,1
-4.8288,12.878,1,1
-4.7387,12.878,1,1
-4.6486,12.878,1,1
-4.5586,12.878,1,1
-4.4685,12.878,1,1
-4.3784,12.878,1,1
-4.2883,12.878,1,1
-4.1982,12.878,1,1
-4.1081,12.878,1,1
-4.018,12.878,1,2
-3.9279,12.878,1,1
-3.8378,12.878,1,1
-3.7477,12.878,1,1
-3.6577,12.878,1,1
-3.5676,12.878,1,1
-3.4775,12.878,1,2
-3.3874,12.878,1,1
-3.2973,12.878,1,2
-3.2072,12.878,1,1
