x,y,category_label,category_predict
0.0,16.0,0,1
0.0,15.91,1,1
0.0,15.82,1,1
0.0,15.73,2,1
0.0,15.64,1,1
0.0,15.55,1,1
0.0,15.46,1,1
0.0,15.37,1,1
0.0,15.28,1,1
0.0,15.19,1,1
0.0,15.100999999999999,1,1
0.0,15.011,1,1
0.0,14.921,1,1
0.0,14.831,1,1
0.0,14.741,1,1
0.0,14.651,1,1
0.0,14.561,1,1
0.0,14.470999999999998,1,1
0.0,14.380999999999998,1,1
0.0,14.290999999999999,1,1
0.0,14.200999999999999,1,1
0.0,14.110999999999999,1,1
0.0,14.020999999999999,1,1
0.0,13.931,1,1
0.0,13.841,1,1
0.0,13.751,1,1
0.0,13.661,1,1
0.0,13.571,1,1
0.0,13.481,1,1
0.0,13.392000000000001,1,1
0.0,13.302,1,1
0.0,13.212,1,1
0.0,13.122,1,1
0.0,13.032,1,1
0.0,12.942,1,1
0.0,12.852,1,1
0.0,12.762,1,1
0.0,12.672,1,2
0.0,12.6,0,2
0.09009,12.6,1,1
0.18018,12.6,1,1
0.27026999999999995,12.6,1,1
0.36036,12.6,1,1
0.45045,12.6,1,1
0.5405399999999999,12.6,1,2
0.63063,12.6,1,1
0.72072,12.6,1,1
0.81081,12.6,1,1
0.9009,12.6,1,1
0.9909899999999999,12.6,1,1
1.0811,12.6,1,1
1.1712,12.6,1,1
1.2613,12.6,1,1
1.3514,12.6,1,1
1.4414,12.6,1,1
1.5315,12.6,1,1
1.6216,12.6,1,1
1.7117,12.6,1,1
1.8018,12.6,1,1
1.8919,12.6,1,1
1.982,12.6,1,1
2.0721,12.6,1,2
2.1622,12.6,1,1
2.2523,12.6,1,1
2.3423,12.6,1,1
2.4324,12.6,1,1
2.5225,12.6,1,1
2.6126,12.6,1,2
2.7027,12.6,1,1
2.7928,12.6,1,2
2.8829,12.6,1,1
2.9730000000000003,12.6,1,1
3.0,12.6,0,1
3.0,12.51,1,1
3.0,12.42,1,1
3.0,12.33,1,1
3.0,12.24,1,1
3.0,12.151,1,1
3.0,12.061,1,1
3.0,11.970999999999998,1,1
3.0,11.880999999999998,1,1
3.0,11.790999999999999,1,1
3.0,11.700999999999999,1,1
3.0,11.610999999999999,1,1
3.0,11.520999999999999,1,1
3.0,11.431,1,1
3.0,11.342,1,1
3.0,11.252,1,1
3.0,11.162,1,1
3.0,11.072000000000001,1,1
3.0,11.0,0,1
2.91,11.0,1,2
2.82,11.0,2,1
2.73,11.0,1,1
2.64,11.0,1,1
2.55,11.0,1,1
2.46,11.0,1,1
2.37,11.0,1,1
2.28,11.0,1,1
2.19,11.0,1,1
2.1,11.0,1,1
2.01,11.0,1,1
1.92,11.0,1,1
1.83,11.0,1,1
1.74,11.0,1,1
1.65,11.0,1,1
1.56,11.0,1,1
1.47,11.0,1,1
1.38,11.0,1,1
1.29,11.0,1,1
1.2,11.0,1,1
1.11,11.0,1,1
1.02,11.0,1,1
0.93,11.0,1,1
0.84,11.0,1,1
0.75,11.0,1,1
0.66,11.0,1,2
0.57,11.0,1,1
0.48,11.0,1,2
0.39,11.0,1,1
0.3,11.0,1,1
0.21,11.0,1,1
0.12,11.0,1,1
0.03,11.0,1,1
-0.06,11.0,1,1
-0.15,11.0,1,1
-0.24,11.0,1,1
-0.33,11.0,1,1
-0.42,11.0,1,1
-0.51,11.0,1,1
-0.6,11.0,1,1
-0.69,11.0,1,1
-0.78,11.0,1,1
-0.87,11.0,1,1
-0.96,11.0,1,1
-1.05,11.0,1,1
-1.14,11.0,1,1
-1.23,11.0,1,1
-1.32,11.0,1,1
-1.41,11.0,1,1
-1.5,11.0,1,1
-1.59,11.0,1,1
-1.68,11.0,1,1
-1.77,11.0,1,1
-1.86,11.0,1,1
-1.95,11.0,1,1
-2.04,11.0,1,1
-2.13,11.0,1,1
-2.22,11.0,1,1
-2.31,11.0,1,1
-2.4,11.0,1,1
-2.49,11.0,1,1
-2.58,11.0,1,1
-2.67,11.0,1,1
-2.76,11.0,1,1
-2.85,11.0,1,1
-2.94,11.0,1,1
-3.03,11.0,1,1
-3.12,11.0,1,1
-3.21,11.0,1,1
-3.3,11.0,1,1
-3.39,11.0,1,1
-3.48,11.0,1,1
-3.57,11.0,1,1
-3.66,11.0,1,1
-3.75,11.0,1,1
-3.84,11.0,1,1
-3.93,11.0,1,1
-4.02,11.0,1,1
-4.11,11.0,1,1
-4.2,11.0,1,1
-4.29,11.0,1,1
-4.38,11.0,1,1
-4.47,11.0,1,1
-4.56,11.0,1,1
-4.65,11.0,1,1
-4.74,11.0,1,1
-4.83,11.0,1,1
-4.92,11.0,1,1
-5.01,11.0,1,1
-5.1,11.0,1,1
-5.19,11.0,1,1
-5.28,11.0,1,1
-5.37,11.0,1,1
-5.46,11.0,1,1
-5.55,11.0,1,1
-5.64,11.0,1,1
-5.73,11.0,1,1
-5.82,11.0,1,1
-5.91,11.0,1,1
-6.0,11.0,1,1
-6.0,11.0,0,1
-6.0,11.09,1,1
-6.0,11.181,1,1
-6.0,11.270999999999999,1,1
-6.0,11.362,1,1
-6.0,11.452,1,1
-6.0,11.543,1,1
-6.0,11.633,1,1
-6.0,11.715,0,1
-5.9099,11.715,1,1
-5.8198,11.715,1,1
-5.7297,11.715,1,2
-5.6396,11.715,1,1
-5.5495,11.715,1,2
-5.4595,11.715,1,1
-5.3694,11.715,1,2
-5.2793,11.715,1,1
-5.1892,11.715,1,1
-5.0991,11.715,1,1
-5.0089999999999995,11.715,1,1
-4.9189,11.715,1,1
-4.8288,11.715,1,1
-4.7387,11.715,1,1
-4.6486,11.715,1,2
-4.5586,11.715,1,1
-4.4685,11.715,1,1
-4.3784,11.715,1,1
-4.2883,11.715,1,1
-4.1982,11.715,1,1
-4.1081,11.715,1,1
-4.018,11.715,1,1
-3.9279,11.715,1,1
-3.8378,11.715,1,1
-3.7477,11.715,1,1
-3.6577,11.715,1,1
-3.5676,11.715,1,1
-3.4775,11.715,1,1
-3.3874,11.715,1,1
-3.2973,11.715,1,1
-3.2072,11.715,1,1
-3.1171,11.715,1,2
-3.0269999999999997,11.715,1,1
-3.0,11.715,0,1
-3.0,11.805,1,1
-3.0,11.895,1,1
-3.0,11.985,1,1
-3.0,12.075,2,1
-3.0,12.165,1,1
-3.0,12.254000000000001,1,1
-3.0,12.344000000000001,1,1
-3.0,12.434000000000001,1,1
-3.0,12.524000000000001,1,1
-3.0,12.614,1,1
-3.0,12.704,1,1
-3.0,12.794,1,1
-3.0,12.884,1,1
-3.0,12.974,1,1
-3.0,13.064,1,1
-3.0,13.154000000000002,1,1
-3.0,13.244000000000002,1,1
-3.0,13.334000000000001,1,1
-3.0,13.424000000000001,1,1
-3.0,13.513,1,1
-3.0,13.603,1,1
-3.0,13.693,1,1
-3.0,13.783,1,1
-3.0,13.873,1,1
-3.0,13.963,1,1
-3.0,14.052999999999999,1,1
-3.0,14.142999999999999,1,1
-3.0,14.232999999999999,1,1
-3.0,14.323,1,1
-3.0,14.413,1,1
-3.0,14.503,1,1
-3.0,14.593,1,1
-3.0,14.683,1,1
-3.0,14.773,1,1
-3.0,14.862,1,1
-3.0,14.952,1,1
-3.0,15.042,1,1
-3.0,15.132,1,1
-3.0,15.222000000000001,1,1
-3.0,15.285,0,1
-3.0901,15.285,1,1
-3.1802,15.285,1,1
-3.2703,15.285,1,1
-3.3604,15.285,1,1
-3.4505,15.285,1,2
-3.5405,15.285,1,1
-3.6306,15.285,1,1
-3.7207,15.285,1,1
-3.8108,15.285,1,1
-3.9009,15.285,1,1
-3.991,15.285,1,2
-4.0811,15.285,1,1
-4.1712,15.285,1,1
-4.2613,15.285,1,1
-4.3514,15.285,1,1
-4.4414,15.285,1,1
-4.5315,15.285,1,1
-4.6216,15.285,1,1
-4.7117,15.285,1,2
-4.8018,15.285,1,1
-4.8919,15.285,1,1
-4.982,15.285,1,1
-5.0721,15.285,1,1
-5.1622,15.285,1,1
-5.2523,15.285,1,1
-5.3423,15.285,1,1
-5.4324,15.285,1,1
-5.5225,15.285,1,1
-5.6126,15.285,1,1
-5.7027,15.285,1,1
-5.7928,15.285,1,1
-5.8829,15.285,1,1
-5.973,15.285,1,1
-6.0,15.285,0,1
-6.0,15.376,1,1
-6.0,15.466,1,1
-6.0,15.557,2,1
-6.0,15.647,1,1
-6.0,15.738,1,1
-6.0,15.828,1,1
-6.0,15.919,1,1
-6.0,16.0,0,1
-5.91,16.0,1,1
-5.8201,16.0,2,1
-5.7301,16.0,1,1
-5.6402,16.0,1,1
-5.5502,16.0,1,1
-5.4603,16.0,1,1
