x,y,category_label,category_predict
-6.0,11.0,0,1
-6.0,11.005,1,1
-6.0,11.02,1,1
-6.0,11.045,2,1
-6.0,11.08,3,1
-6.0,11.125,3,1
-6.0,11.18,2,1
-6.0,11.245,1,1
-6.0,11.32,1,1
-6.0,11.405,1,1
-6.0,11.495999999999999,1,1
-6.0,11.569,0,1
-5.9099,11.569,1,1
-5.8198,11.569,2,1
-5.7297,11.569,1,1
-5.6396,11.569,1,1
-5.5495,11.569,1,1
-5.4595,11.569,1,1
-5.3694,11.569,1,1
-5.2793,11.569,1,1
-5.1892,11.569,1,1
-5.0991,11.569,1,1
-5.0089999999999995,11.569,1,1
-4.9189,11.569,1,1
-4.8288,11.569,1,1
-4.7387,11.569,1,1
-4.6486,11.569,2,1
-4.5586,11.569,1,1
-4.4685,11.569,2,1
-4.3784,11.569,1,1
-4.2883,11.569,1,1
-4.1982,11.569,1,1
-4.1081,11.569,1,1
-4.018,11.569,1,1
-3.9279,11.569,1,1
-3.8378,11.569,1,1
-3.7477,11.569,1,1
-3.6577,11.569,1,1
-3.5676,11.569,1,1
-3.4775,11.569,1,1
-3.3874,11.569,1,1
-3.2973,11.569,1,1
-3.2072,11.569,1,1
-3.1171,11.569,1,1
-3.0269999999999997,11.569,1,1
-3.0,11.569,0,1
-3.0,11.659,1,1
-3.0,11.749,1,1
-3.0,11.839,1,1
-3.0,11.929,1,1
-3.0,12.019,1,1
-3.0,12.109000000000002,1,1
-3.0,12.199000000000002,1,1
-3.0,12.289000000000001,1,1
-3.0,12.379000000000001,1,1
-3.0,12.469000000000001,1,1
-3.0,12.559000000000001,1,1
-3.0,12.649000000000001,1,1
-3.0,12.739,1,1
-3.0,12.829,1,1
-3.0,12.919,1,1
-3.0,13.009,1,1
-3.0,13.099,1,1
-3.0,13.189,1,1
-3.0,13.279000000000002,1,1
-3.0,13.369000000000002,1,1
-3.0,13.459000000000001,1,1
-3.0,13.55,1,1
-3.0,13.64,1,1
-3.0,13.73,1,1
-3.0,13.82,1,1
-3.0,13.91,1,1
-3.0,14.0,1,1
-3.0,14.09,1,1
-3.0,14.18,1,1
-3.0,14.27,1,1
-3.0,14.36,1,1
-3.0,14.45,1,1
-3.0,14.54,1,1
-3.0,14.63,1,1
-3.0,14.72,1,1
-3.0,14.81,1,1
-3.0,14.9,1,1
-3.0,14.99,1,1
-3.0,15.08,1,1
-3.0,15.17,1,1
-3.0,15.26,1,1
-3.0,15.35,1,1
-3.0,15.431,0,1
-3.0901,15.431,1,1
-3.1802,15.431,1,1
-3.2703,15.431,1,1
-3.3604,15.431,1,1
-3.4505,15.431,1,1
-3.5405,15.431,1,1
-3.6306,15.431,1,1
-3.7207,15.431,1,1
-3.8108,15.431,1,1
