x,y,category_label,category_predict
3.0,16.0,0,1
3.0,15.91,1,1
3.0,15.82,1,1
3.0,15.73,2,1
3.0,15.64,1,1
3.0,15.55,1,1
3.0,15.46,1,1
3.0,15.370999999999999,1,1
3.0,15.280999999999999,1,1
3.0,15.190999999999999,1,1
3.0,15.100999999999999,1,1
3.0,15.011,1,1
3.0,14.921,1,1
3.0,14.831,1,1
3.0,14.741,1,1
3.0,14.651,1,1
3.0,14.561,1,1
3.0,14.470999999999998,1,1
3.0,14.380999999999998,1,1
3.0,14.290999999999999,1,1
3.0,14.200999999999999,1,1
3.0,14.112,1,1
3.0,14.022,1,1
3.0,13.932,1,1
3.0,13.842,1,1
3.0,13.752,1,1
3.0,13.662,1,1
3.0,13.572000000000001,1,1
3.0,13.482000000000001,1,1
3.0,13.392000000000001,1,1
3.0,13.302,1,1
3.0,13.212,1,1
3.0,13.122,1,1
3.0,13.032,1,1
3.0,12.942,1,1
3.0,12.853,1,1
3.0,12.763,1,1
3.0,12.673,1,1
3.0,12.583,1,1
3.0,12.493,1,1
3.0,12.402999999999999,1,1
3.0,12.312999999999999,1,1
3.0,12.222999999999999,1,1
3.0,12.133,1,1
3.0,12.043,1,1
3.0,11.953,1,1
3.0,11.863,1,1
3.0,11.773,1,1
3.0,11.683,1,1
3.0,11.594000000000001,1,1
3.0,11.504000000000001,1,1
3.0,11.414000000000001,1,1
3.0,11.324000000000002,1,1
3.0,11.234000000000002,1,1
3.0,11.144,1,1
3.0,11.054,1,1
3.0,11.0,0,1
2.91,11.0,1,1
2.82,11.0,1,1
2.73,11.0,1,1
2.64,11.0,1,1
2.55,11.0,1,1
2.46,11.0,1,1
2.37,11.0,1,1
2.28,11.0,1,1
2.19,11.0,1,1
2.1,11.0,1,1
2.01,11.0,1,1
1.92,11.0,1,1
1.83,11.0,1,1
1.74,11.0,1,1
1.65,11.0,1,1
1.56,11.0,1,1
1.47,11.0,1,1
1.38,11.0,1,1
1.29,11.0,1,1
1.2,11.0,1,0
1.11,11.0,1,1
1.02,11.0,1,1
0.93,11.0,1,1
0.84,11.0,1,1
0.75,11.0,1,1
0.66,11.0,1,1
0.57,11.0,1,1
0.48,11.0,1,1
0.39,11.0,1,1
0.3,11.0,1,1
0.21,11.0,1,1
0.12,11.0,1,1
0.03,11.0,1,1
-0.06,11.0,1,1
-0.15,11.0,1,1
-0.24,11.0,1,1
-0.33,11.0,1,1
-0.42,11.0,1,1
-0.51,11.0,1,1
-0.6,11.0,1,1
-0.69,11.0,1,1
-0.78,11.0,1,1
-0.87,11.0,1,1
-0.96,11.0,1,1
-1.05,11.0,1,1
-1.14,11.0,1,1
-1.23,11.0,1,1
-1.32,11.0,1,1
-1.41,11.0,1,1
-1.5,11.0,1,1
-1.59,11.0,1,1
-1.68,11.0,1,1
-1.77,11.0,1,1
-1.86,11.0,1,1
-1.95,11.0,1,1
-2.04,11.0,1,1
-2.13,11.0,1,1
-2.22,11.0,1,1
-2.31,11.0,1,1
-2.4,11.0,1,1
-2.49,11.0,1,1
-2.58,11.0,1,1
-2.67,11.0,1,1
-2.76,11.0,1,1
-2.85,11.0,1,1
-2.94,11.0,1,1
-3.03,11.0,1,1
-3.12,11.0,1,1
-3.21,11.0,1,1
-3.3,11.0,1,1
-3.39,11.0,1,1
-3.48,11.0,1,1
-3.57,11.0,1,1
-3.66,11.0,1,1
-3.75,11.0,1,1
-3.84,11.0,1,1
-3.93,11.0,1,1
-4.02,11.0,1,1
-4.11,11.0,1,1
-4.2,11.0,1,1
-4.29,11.0,1,1
-4.38,11.0,1,1
-4.47,11.0,1,1
-4.56,11.0,1,1
-4.65,11.0,1,1
-4.74,11.0,1,1
-4.83,11.0,1,1
-4.92,11.0,1,1
-5.01,11.0,1,1
-5.1,11.0,1,1
-5.19,11.0,1,1
-5.28,11.0,1,1
-5.37,11.0,1,1
-5.46,11.0,1,1
-5.55,11.0,1,1
-5.64,11.0,1,1
-5.73,11.0,1,1
-5.82,11.0,1,1
-5.91,11.0,1,1
-6.0,11.0,1,1
-6.0,11.0,0,1
-6.0,11.09,1,1
-6.0,11.18,1,1
-6.0,11.27,1,1
-6.0,11.36,1,1
-6.0,11.45,1,1
-6.0,11.54,1,1
-6.0,11.629000000000001,1,1
-6.0,11.719000000000001,1,1
-6.0,11.809000000000001,1,1
-6.0,11.899000000000001,1,1
-6.0,11.989,1,1
-6.0,12.079,1,1
-6.0,12.169,1,1
-6.0,12.259,1,1
-6.0,12.349,1,1
-6.0,12.439,1,1
-6.0,12.529000000000002,1,1
-6.0,12.619000000000002,1,1
-6.0,12.709000000000001,1,1
-6.0,12.799000000000001,1,1
-6.0,12.888,1,1
-6.0,12.978,1,1
-6.0,13.068,1,1
-6.0,13.158,1,1
-6.0,13.248,1,1
-6.0,13.338,1,1
-6.0,13.427999999999999,1,1
-6.0,13.517999999999999,1,1
-6.0,13.607999999999999,1,1
-6.0,13.698,1,1
-6.0,13.788,1,1
-6.0,13.878,1,1
-6.0,13.968,1,1
-6.0,14.058,1,1
-6.0,14.147,1,1
-6.0,14.237,1,1
-6.0,14.327,1,1
-6.0,14.417,1,1
-6.0,14.507,1,1
-6.0,14.597000000000001,1,1
-6.0,14.687000000000001,1,1
-6.0,14.777000000000001,1,1
-6.0,14.867,1,1
-6.0,14.957,1,1
-6.0,15.047,1,1
-6.0,15.137,1,1
-6.0,15.227,1,1
-6.0,15.317,1,1
-6.0,15.405999999999999,1,1
-6.0,15.495999999999999,1,1
-6.0,15.585999999999999,1,1
-6.0,15.675999999999998,1,1
-6.0,15.765999999999998,1,1
-6.0,15.856,1,1
-6.0,15.946,1,1
-6.0,16.0,0,1
-5.91,16.0,1,1
-5.82,16.0,1,1
-5.73,16.0,2,1
-5.64,16.0,2,1
