x,y,category_label,category_predict
3.0,11.0,0,2
2.91,11.0,1,1
2.82,11.0,1,1
2.73,11.0,2,1
2.64,11.0,1,1
2.55,11.0,1,1
2.46,11.0,1,1
2.37,11.0,1,1
2.28,11.0,1,1
2.19,11.0,1,1
2.1,11.0,1,1
2.01,11.0,1,1
1.92,11.0,1,1
1.83,11.0,1,1
1.74,11.0,1,1
1.65,11.0,1,1
1.56,11.0,1,1
1.47,11.0,1,1
1.38,11.0,1,1
1.29,11.0,1,1
1.2,11.0,1,1
1.11,11.0,1,1
1.02,11.0,1,1
0.93,11.0,1,1
0.84,11.0,1,1
0.75,11.0,1,1
0.66,11.0,1,1
0.57,11.0,1,1
0.48,11.0,1,1
0.39,11.0,1,1
0.3,11.0,1,1
0.21,11.0,1,1
0.12,11.0,1,1
0.03,11.0,1,1
-0.06,11.0,1,1
-0.15,11.0,1,1
-0.24,11.0,1,1
-0.33,11.0,1,1
-0.42,11.0,1,1
-0.51,11.0,1,1
-0.6,11.0,1,1
-0.69,11.0,1,1
-0.78,11.0,1,1
-0.87,11.0,1,1
-0.96,11.0,1,1
-1.05,11.0,1,1
-1.14,11.0,1,1
-1.23,11.0,1,1
-1.32,11.0,1,1
-1.41,11.0,1,1
-1.5,11.0,1,1
-1.59,11.0,1,1
-1.68,11.0,1,1
-1.77,11.0,1,1
-1.86,11.0,1,1
-1.95,11.0,1,1
-2.04,11.0,1,1
-2.13,11.0,1,1
-2.22,11.0,1,1
-2.31,11.0,1,1
-2.4,11.0,1,1
-2.49,11.0,1,1
-2.58,11.0,1,1
-2.67,11.0,1,1
-2.76,11.0,1,1
-2.85,11.0,1,1
-2.94,11.0,1,1
-3.03,11.0,1,1
-3.12,11.0,1,1
-3.21,11.0,1,1
-3.3,11.0,1,1
-3.39,11.0,1,1
-3.48,11.0,1,1
-3.57,11.0,1,1
-3.66,11.0,1,1
-3.75,11.0,1,1
-3.84,11.0,1,1
-3.93,11.0,1,1
-4.02,11.0,1,1
-4.11,11.0,1,1
-4.2,11.0,1,1
-4.29,11.0,1,1
-4.38,11.0,1,1
-4.47,11.0,1,1
-4.56,11.0,1,1
-4.65,11.0,1,1
-4.74,11.0,1,1
-4.83,11.0,1,1
-4.92,11.0,1,1
-5.01,11.0,1,1
-5.1,11.0,1,1
-5.19,11.0,1,1
-5.28,11.0,1,1
-5.37,11.0,1,1
-5.46,11.0,1,1
-5.55,11.0,1,1
-5.64,11.0,1,1
-5.73,11.0,1,1
-5.82,11.0,1,1
-5.91,11.0,1,1
-6.0,11.0,1,1
-6.0,11.0,0,1
-6.0,11.09,1,1
-6.0,11.179,2,1
-6.0,11.269,2,1
-6.0,11.359000000000002,1,1
-6.0,11.448,1,1
-6.0,11.538,1,1
-6.0,11.627,1,1
-6.0,11.627,0,1
-5.9099,11.627,1,1
-5.8198,11.627,1,1
-5.7297,11.627,1,2
-5.6396,11.627,1,1
-5.5495,11.627,1,2
-5.4595,11.627,1,2
-5.3694,11.627,1,1
-5.2793,11.627,1,1
-5.1892,11.627,1,2
-5.0991,11.627,1,2
-5.0089999999999995,11.627,1,2
-4.9189,11.627,1,1
-4.8288,11.627,1,1
-4.7387,11.627,1,1
-4.6486,11.627,1,1
-4.5586,11.627,1,1
-4.4685,11.627,1,1
-4.3784,11.627,1,1
-4.2883,11.627,1,1
-4.1982,11.627,1,1
-4.1081,11.627,1,1
-4.018,11.627,1,1
-3.9279,11.627,1,1
-3.8378,11.627,1,1
-3.7477,11.627,1,1
-3.6577,11.627,1,1
-3.5676,11.627,1,1
-3.4775,11.627,1,1
-3.3874,11.627,1,1
-3.2973,11.627,1,2
-3.2072,11.627,1,1
-3.1171,11.627,1,2
-3.0269999999999997,11.627,1,1
-3.0,11.627,0,1
-3.0,11.717,1,1
-3.0,11.807,1,1
-3.0,11.897,1,1
-3.0,11.988,1,1
-3.0,12.078,1,1
-3.0,12.168,1,1
-3.0,12.258,1,1
-3.0,12.347999999999999,1,1
-3.0,12.437999999999999,1,1
-3.0,12.527999999999999,1,1
-3.0,12.618,1,1
